steamid,idx
76561198037802252,0
76561197969100147,1
76561198833431225,2
76561198033263509,3
76561198040600573,4
76561198098132374,5
76561198025391492,6
76561198219728397,7
76561198025859378,8
76561197997697109,9
76561198261994200,10
76561198118371170,11
76561198012557600,12
76561198132235994,13
76561199223078836,14
76561198842269103,15
76561198118421272,16
76561198113457184,17
76561198003319092,18
76561198018420672,19
76561198028125071,20
76561199266591526,21
76561198042619868,22
76561198300270231,23
76561198851670847,24
76561198185575257,25
76561198063348352,26
76561198005648447,27
76561198033338283,28
76561197988167503,29
76561198015749826,30
76561198172925593,31
76561197999339700,32
76561199419240894,33
76561198115009354,34
76561197979667190,35
76561197966690560,36
76561198433683621,37
76561198323009493,38
76561198087089368,39
76561197995828394,40
76561198236381260,41
76561198092042574,42
76561198022898802,43
76561198011979289,44
76561198167940370,45
76561197969417973,46
76561197985841875,47
76561199024473554,48
76561198033808029,49
76561198094413234,50
76561198335061024,51
76561197970389924,52
76561198040178115,53
76561198353518467,54
76561198051177321,55
76561198083787826,56
76561198046878168,57
76561198000388603,58
76561198174102790,59
76561198025111129,60
76561197995281961,61
76561199158305270,62
76561198006766715,63
76561198018254158,64
76561198033624455,65
76561197976469696,66
76561197994575642,67
76561198067208458,68
76561198840301773,69
76561198197031430,70
76561198025618418,71
76561198047414009,72
76561198344068866,73
76561198081999502,74
76561198153525620,75
76561198275649621,76
76561197990481530,77
76561198217979953,78
76561198041885150,79
76561198128578271,80
76561197962838085,81
76561198081008157,82
76561197989446733,83
76561198057078777,84
76561197967540452,85
76561198083142373,86
76561198024926277,87
76561198159216159,88
76561198054004608,89
76561197997946137,90
76561198079772364,91
76561197993579927,92
76561198339323993,93
76561198023327915,94
76561198080349814,95
76561198001873585,96
76561198971959226,97
76561198058291396,98
76561199257765441,99
76561198042773556,100
76561198187410553,101
76561198000413287,102
76561198048285800,103
76561198032591844,104
76561198843434426,105
76561197976602082,106
76561198352272979,107
76561197971204006,108
76561198004006226,109
76561198994062628,110
76561198060410834,111
76561198407772607,112
76561198034096440,113
76561198041298094,114
76561198207088253,115
76561198043828654,116
76561197997112174,117
76561198368799839,118
76561198995500311,119
76561198007609033,120
76561198102700771,121
76561198023116710,122
76561198062505918,123
76561197990233857,124
76561199141671103,125
76561198059307202,126
76561197998096051,127
76561198058416969,128
76561199208306587,129
76561198074783710,130
76561198049840570,131
76561198133918114,132
76561197982946417,133
76561197999659168,134
76561198035780173,135
76561198025146852,136
76561198011389008,137
76561198000711279,138
76561198057329243,139
76561198162399308,140
76561198049291468,141
76561198055326676,142
76561197993279741,143
76561198120468864,144
76561198200337814,145
76561198102380468,146
76561198059373650,147
76561197977010834,148
76561198161507346,149
76561198161310076,150
76561198160320827,151
76561198076917180,152
76561198173819274,153
76561198009474997,154
76561198187763739,155
76561198007759830,156
76561198165492519,157
76561198049211014,158
76561197981111953,159
76561198870916350,160
76561198821184379,161
76561199053439300,162
76561198249392362,163
76561198121098268,164
76561198041689171,165
76561197974925353,166
76561198130370824,167
76561198001500827,168
76561198350365789,169
76561198000000375,170
76561198015859524,171
76561198026716698,172
76561198858649255,173
76561198404991183,174
76561198065617084,175
76561198081257465,176
76561198019184877,177
76561198119650667,178
76561198019621629,179
76561197964914532,180
76561198067040444,181
76561199032279097,182
76561197972616894,183
76561198089139675,184
76561198441849452,185
76561197979803978,186
76561197998949214,187
76561197982617834,188
76561198050890851,189
76561198093999461,190
76561197991757040,191
76561198041891495,192
76561199139776481,193
76561197961864608,194
76561198338219143,195
76561198126267465,196
76561197993312863,197
76561198112672661,198
76561198096609152,199
76561198991688065,200
76561197964134665,201
76561198350679649,202
76561197996943649,203
76561199383273506,204
76561199149568784,205
76561197960643486,206
76561198025038660,207
76561198046621479,208
76561197970812258,209
76561198025223542,210
76561198029262157,211
76561198024038675,212
76561197997788394,213
76561198125238941,214
76561198136969425,215
76561198078497262,216
76561198274950775,217
76561198039417534,218
76561198041625770,219
76561198028922089,220
76561198118069340,221
76561197967055456,222
76561198004859223,223
76561198002555892,224
76561197979911851,225
76561198878464160,226
76561198101049562,227
76561198073789253,228
76561198162235689,229
76561198087088306,230
76561198333940820,231
76561197991361144,232
76561198098080821,233
76561198043898087,234
76561197972542742,235
76561198039198161,236
76561198121398682,237
76561198030273896,238
76561198027904347,239
76561198016344025,240
76561198043720348,241
76561198095241695,242
76561199182283731,243
76561198007802153,244
76561197985000161,245
76561198020051378,246
76561198061023307,247
76561197985269540,248
76561198015904504,249
76561198097498028,250
76561198025257831,251
76561197991991520,252
76561198137376448,253
76561198280830500,254
76561197980206308,255
76561198046242117,256
76561198058781656,257
76561198056047449,258
76561198045737785,259
76561198438963871,260
76561197979084213,261
76561197961621019,262
76561197993745077,263
76561197995594353,264
76561198068270261,265
76561197996741382,266
76561198102339835,267
76561198002839561,268
76561198066148879,269
76561198036468361,270
76561198003093454,271
76561198021536460,272
76561197973883957,273
76561197978114813,274
76561198273331891,275
76561198143892061,276
76561198019078835,277
76561198352269269,278
76561197991141199,279
76561197991213990,280
76561198150023286,281
76561198035848155,282
76561197972436190,283
76561199090560394,284
76561198046588672,285
76561197980146038,286
76561198021038522,287
76561198042395850,288
76561198092017683,289
76561198969624940,290
76561198014470876,291
76561199528084889,292
76561198010287383,293
76561198257422651,294
76561198040923840,295
76561198040161412,296
76561198049304391,297
76561197999392948,298
76561198016019048,299
76561197995138062,300
76561198083915913,301
76561198046680021,302
76561197965388486,303
76561198079972348,304
76561198030926535,305
76561198023794868,306
76561198017401678,307
76561198046978149,308
76561197982507630,309
76561197981690710,310
76561198351577048,311
76561198023114147,312
76561198050615194,313
76561198139084236,314
76561198340310727,315
76561198059395340,316
76561198051745012,317
76561197991715731,318
76561198170269198,319
76561197994164612,320
76561198000619480,321
76561197971320635,322
76561197994014911,323
76561198021125310,324
76561197999726935,325
76561198078361063,326
76561197997740965,327
76561197972344657,328
76561198080141083,329
76561198045195189,330
76561198379883679,331
76561198963491346,332
76561197970761123,333
76561197979042906,334
76561198041080728,335
76561199444502697,336
76561198040296837,337
76561198331237133,338
76561198384351293,339
76561197969158018,340
76561198091484468,341
76561198031679484,342
76561198078207454,343
76561198048453468,344
76561198030408706,345
76561198030118274,346
76561198023692991,347
76561198019563370,348
76561198104557457,349
76561197963040896,350
76561198358116112,351
76561197989807190,352
76561198347518030,353
76561198024546321,354
76561198063268722,355
76561198008037678,356
76561198081293192,357
76561197960436666,358
76561198000667675,359
76561198016649670,360
76561197974783215,361
76561198091577049,362
76561197993881753,363
76561198291929988,364
76561198121767373,365
76561198005601881,366
76561198430643843,367
76561198258479693,368
76561198028706134,369
76561198018148205,370
76561198009108702,371
76561197999807713,372
76561198141336830,373
76561198100398836,374
76561198118604647,375
76561198042633209,376
76561197975567911,377
76561198308478763,378
76561198025445358,379
76561197988262272,380
76561198059515974,381
76561198063952731,382
76561197992700592,383
76561198027112798,384
76561198062600893,385
76561198146593189,386
76561198036891788,387
76561197991231880,388
76561198070644433,389
76561198060563982,390
76561198004842665,391
76561198262904340,392
76561198314442358,393
76561197998666522,394
76561198081961727,395
76561197971115174,396
76561198061449064,397
76561198044371709,398
76561198090812798,399
76561198041506271,400
76561198808556952,401
76561198078103345,402
76561198067261759,403
76561198156021248,404
76561198200501842,405
76561197979718121,406
76561199198032723,407
76561198045407759,408
76561197965325226,409
76561197964473408,410
76561198006697906,411
76561198085529088,412
76561199055203334,413
76561197971359239,414
76561198029028690,415
76561197989086731,416
76561197966873544,417
76561198035201897,418
76561198021940873,419
76561198064410530,420
76561198060934212,421
76561198066153480,422
76561198046743901,423
76561198060628914,424
76561197970479807,425
76561198062901118,426
76561198042619229,427
76561197988672858,428
76561198051675786,429
76561198153444879,430
76561198090664778,431
76561198042978992,432
76561199147591258,433
76561198091409638,434
76561198004418141,435
76561198089801281,436
76561198013205483,437
76561197993397600,438
76561198035422338,439
76561198017412459,440
76561197978037893,441
76561198059306658,442
76561198030808810,443
76561198121733143,444
76561198026840458,445
76561198066765397,446
76561198028015677,447
76561198093579202,448
76561198010181228,449
76561198081301799,450
76561197962545891,451
76561197968671893,452
76561198038939593,453
76561198308952236,454
76561198097690532,455
76561198074104374,456
76561198282411763,457
76561198042896883,458
76561197996707987,459
76561198075820042,460
76561198059216394,461
76561197994839062,462
76561198044386667,463
76561197965964690,464
76561198128679947,465
76561198056893819,466
76561198160775754,467
76561198143142509,468
76561198112880157,469
76561198019521530,470
76561198024823934,471
76561198046474043,472
76561198133372348,473
76561198078528278,474
76561198031919117,475
76561198043996154,476
76561198002399439,477
76561198078178103,478
76561198046206792,479
76561198142797852,480
76561198128785478,481
76561198000257885,482
76561198136277601,483
76561198039031102,484
76561198320249287,485
76561198077644112,486
76561198039406214,487
76561197979934386,488
76561198821331009,489
76561199004069906,490
76561198201155765,491
76561198037887754,492
76561198075984299,493
76561197963394136,494
76561198273926288,495
76561197994079927,496
76561198063392506,497
76561199246239668,498
76561198437120190,499
76561198024812661,500
76561198019020335,501
76561197983524304,502
76561198095807119,503
76561198025670883,504
76561198060871246,505
76561197998180632,506
76561198103123646,507
76561197963714403,508
76561198047975581,509
76561198370061003,510
76561199200862532,511
76561198060639097,512
76561197988052802,513
76561197998337907,514
76561198020067850,515
76561198179992770,516
76561198063563156,517
76561199023324482,518
76561198003183913,519
76561198060913953,520
76561197960799550,521
76561198067439789,522
76561198044890610,523
76561197998179570,524
76561197991425851,525
76561198007536546,526
76561197963212954,527
76561198397907105,528
76561198054553341,529
76561198064609090,530
76561198263784049,531
76561198066543155,532
76561199101355475,533
76561197972179425,534
76561197971643307,535
76561198026465332,536
76561197977654536,537
76561198002874064,538
76561197993215917,539
76561198112009549,540
76561197986775284,541
76561197975931257,542
76561198046360202,543
76561198373611339,544
76561198299988956,545
76561198082623478,546
76561198004393508,547
76561198042611397,548
76561197997124628,549
76561198018742597,550
76561198042923150,551
76561198309762695,552
76561197992274874,553
76561198108831399,554
76561199107784153,555
76561198051089903,556
76561197977122167,557
76561198868119380,558
76561198135780449,559
76561198388606792,560
76561198052481833,561
76561198013261863,562
76561198302923503,563
76561197997240220,564
76561198097666040,565
76561198064409203,566
76561198025463060,567
76561197960902680,568
76561198086556743,569
76561197962737643,570
76561198001622086,571
76561198022807781,572
76561197970532816,573
76561197972731767,574
76561197962974319,575
76561199010174438,576
76561198125123765,577
76561198003078338,578
76561198043607469,579
76561198053475768,580
76561197974742349,581
76561198263506056,582
76561199376571327,583
76561198073191426,584
76561198066945046,585
76561197987034326,586
76561199108437662,587
76561198136397211,588
76561198120594540,589
76561198353841721,590
76561197987296023,591
76561197990384173,592
76561198048964461,593
76561197998105505,594
76561198036102917,595
76561198116820015,596
76561198101432241,597
76561198946305329,598
76561198052442092,599
76561198018534147,600
76561198003213686,601
76561198000562069,602
76561199005596744,603
76561198053605081,604
76561198029023990,605
76561197972745621,606
76561198385306369,607
76561198065699464,608
76561197963550511,609
76561197960485586,610
76561198031220488,611
76561198087733716,612
76561198013143519,613
76561198011348528,614
76561198974195624,615
76561197974283794,616
76561197971576301,617
76561197971348591,618
76561198066018764,619
76561198000459192,620
76561198025796747,621
76561198052125808,622
76561197978965270,623
76561198152365403,624
76561197989187753,625
76561198078952194,626
76561197971981160,627
76561198081156647,628
76561198381239848,629
76561197971437698,630
76561198075749816,631
76561198020850053,632
76561198871277392,633
76561198193698835,634
76561198015122447,635
76561198119652767,636
76561198061438211,637
76561198026221093,638
76561198140831121,639
76561198029593271,640
76561198013680011,641
76561197985238561,642
76561197988445370,643
76561197990912078,644
76561198067950201,645
76561198169462091,646
76561198005871916,647
76561197982655680,648
76561197988437395,649
76561198092258220,650
76561197985194039,651
76561197960393604,652
76561198028866149,653
76561198077248235,654
76561197970850127,655
76561198112313168,656
76561197978017307,657
76561197986862386,658
76561198034698530,659
76561197987212565,660
76561198041323297,661
76561197961048460,662
76561199086098585,663
76561198048430200,664
76561198864851315,665
76561198162722657,666
76561198029049127,667
76561198178557050,668
76561198282335679,669
76561198124738753,670
76561197967576247,671
76561198003048979,672
76561198021422660,673
76561198096655954,674
76561198273714027,675
76561198192866085,676
76561198022852314,677
76561199041710124,678
76561198023791161,679
76561198034574711,680
76561198856841858,681
76561198096019960,682
76561197989342663,683
76561198366638721,684
76561198068624982,685
76561198173634835,686
76561199211843965,687
76561197991243081,688
76561197987453398,689
76561198145427903,690
76561197962061039,691
76561198003246975,692
76561198093799893,693
76561198343765519,694
76561197994729999,695
76561198089950070,696
76561198036984413,697
76561197998776409,698
76561198021436484,699
76561198047270545,700
76561198029925667,701
76561198024981381,702
76561198002956670,703
76561197976001012,704
76561198322530254,705
76561198009471319,706
76561198148591890,707
76561198066694652,708
76561197992174178,709
76561197967503679,710
76561197969991065,711
76561198064614327,712
76561197989999060,713
76561198149424034,714
76561198065795715,715
76561198023073191,716
76561197987755126,717
76561198187580027,718
76561198279067706,719
76561198044531564,720
76561198249063862,721
76561198065892602,722
76561197982720629,723
76561197966618551,724
76561198972315676,725
76561197970340464,726
76561197993529677,727
76561198089611316,728
76561198036541930,729
76561198242439926,730
76561198288035657,731
76561197974786730,732
76561197990093159,733
76561198000935729,734
76561198027214426,735
76561199143126237,736
76561197964454963,737
76561198075447635,738
76561198022620733,739
76561198076999456,740
76561198033103032,741
76561197981732215,742
76561197969604501,743
76561198050854730,744
76561198051733124,745
76561198084092954,746
76561197970312414,747
76561198054960169,748
76561198006268674,749
76561197984235967,750
76561198029374030,751
76561197970377585,752
76561197978569122,753
76561198071922719,754
76561198403370432,755
76561198029800969,756
76561198119104567,757
76561197975942806,758
76561198879557541,759
76561197962767542,760
76561197964222909,761
76561197984813768,762
76561198142329708,763
76561197991584508,764
76561198078498143,765
76561198079213042,766
76561198861426666,767
76561198299932182,768
76561198262860208,769
76561198000574093,770
76561197989374217,771
76561198016291889,772
76561198006268774,773
76561199095412999,774
76561198028385225,775
76561198082995144,776
76561197987089584,777
76561198993697628,778
76561198074195807,779
76561197972256700,780
76561198857139749,781
76561198080106269,782
76561197982570032,783
76561198001537536,784
76561197965165543,785
76561198286311746,786
76561198034385973,787
76561197966930309,788
76561198034536984,789
76561198017412419,790
76561198275249113,791
76561197995434036,792
76561198030225688,793
76561198024958702,794
76561198031837797,795
76561197995588045,796
76561197978201633,797
76561198005230618,798
76561197960405174,799
76561198086107514,800
76561198004595236,801
76561198834458897,802
76561198170081071,803
76561197998617324,804
76561197963473450,805
76561198053070206,806
76561198030277114,807
76561198083931265,808
76561199089502145,809
76561198176059619,810
76561198119067891,811
76561197979169919,812
76561198196483042,813
76561198882715997,814
76561198416224768,815
76561198007989044,816
76561198072678486,817
76561198020203467,818
76561198216975279,819
76561198057945441,820
76561199174906677,821
76561198077603629,822
76561198072129087,823
76561198049442527,824
76561198011368261,825
76561198004754538,826
76561197994774108,827
76561198025781024,828
76561198035188248,829
76561198844550932,830
76561198002973360,831
76561197982606807,832
76561198112667420,833
76561197994120127,834
76561198028056626,835
76561198292739838,836
76561197960351734,837
76561198230358608,838
76561197984900990,839
76561199078295060,840
76561198002734128,841
76561198090598330,842
76561198028421529,843
76561198007220143,844
76561198092221120,845
76561198045925412,846
76561198261798215,847
76561198134870681,848
76561198120101132,849
76561197960547315,850
76561198038056805,851
76561198010323350,852
76561198008085425,853
76561197962287503,854
76561198048979421,855
76561198971397766,856
76561198084691345,857
76561198013566220,858
76561198855518804,859
76561198057552595,860
76561198133361926,861
76561198973499974,862
76561197970792411,863
76561198049212147,864
76561198109871307,865
76561198055677691,866
76561198036714867,867
76561198180549481,868
76561197996503861,869
76561197966479359,870
76561198881358611,871
76561198051227320,872
76561198067347675,873
76561198004434208,874
76561198026506133,875
76561198035839569,876
76561198104956330,877
76561198121716572,878
76561197970423195,879
76561198066519820,880
76561198007893547,881
76561198037085103,882
76561198044596404,883
76561198057498761,884
76561197982793768,885
76561198978667010,886
76561198170985497,887
76561198036803371,888
76561198428261375,889
76561198218497305,890
76561198009744465,891
76561198083542059,892
76561197979840461,893
76561197979584400,894
76561198117798611,895
76561197972482791,896
76561198163638022,897
76561198006725990,898
76561198040779532,899
76561198040802503,900
76561198071227141,901
76561197993435132,902
76561198252374474,903
76561198044196794,904
76561198070472588,905
76561197975257757,906
76561198074545639,907
76561198040014019,908
76561198045763826,909
76561198005235749,910
76561197998816333,911
76561198014817175,912
76561197980688855,913
76561198320882872,914
76561197989217266,915
76561198087759720,916
76561198309643622,917
76561198408792535,918
76561197970356119,919
76561198052138190,920
76561198002805794,921
76561197970964921,922
76561198009015400,923
76561197970724214,924
76561198102780049,925
76561197972654006,926
76561197985021868,927
76561198117143056,928
76561197996919908,929
76561198052850469,930
76561198049902675,931
76561198027036398,932
76561198256592614,933
76561198009717070,934
76561197988922281,935
76561198014974789,936
76561197995165956,937
76561198049775783,938
76561198016838181,939
76561198036256662,940
76561197994872286,941
76561198041379206,942
76561198010001511,943
76561197962613337,944
76561199335324815,945
76561198139908577,946
76561198001371079,947
76561197960335311,948
76561198011629103,949
76561198047441723,950
76561198038556165,951
76561198411619208,952
76561197995083097,953
76561197960332616,954
76561198176116389,955
76561198058253727,956
76561198048076196,957
76561198039886147,958
76561198179319487,959
76561198047884970,960
76561198043228049,961
76561198026912448,962
76561198047167723,963
76561198028528793,964
76561198006248231,965
76561198272335001,966
76561198022855642,967
76561198012881777,968
76561197998843219,969
76561198354970828,970
76561198167529479,971
76561198042574421,972
76561198051840144,973
76561198081415408,974
76561198802661056,975
76561199082492152,976
76561197970675024,977
76561198142453927,978
76561198034154230,979
76561197970791672,980
76561198031357094,981
76561198256939238,982
76561197971565582,983
76561198030516476,984
76561197982079483,985
76561198035010599,986
76561198027177776,987
76561198377078331,988
76561199155925991,989
76561198076550948,990
76561197998116681,991
76561198040105839,992
76561198011839810,993
76561198047015315,994
76561198082363887,995
76561197976301865,996
76561198086929527,997
76561198082583564,998
76561198049807324,999
76561198087733049,1000
76561197985194605,1001
76561199192541357,1002
76561198314093601,1003
76561198009198554,1004
76561198031418338,1005
76561198023531599,1006
76561198013104879,1007
76561199118509524,1008
76561198121273308,1009
76561197986188338,1010
76561199163346378,1011
76561197977451417,1012
76561198068088128,1013
76561198043982405,1014
76561198016012993,1015
76561198111678291,1016
76561198004427256,1017
76561198077330311,1018
76561198017899277,1019
76561197960286640,1020
76561197979933859,1021
76561198025213357,1022
76561198219343843,1023
76561198045337433,1024
76561198006847847,1025
76561198255569062,1026
76561197985289753,1027
76561198029732166,1028
76561197989786789,1029
76561198014882529,1030
76561198141806754,1031
76561198052646182,1032
76561198062877029,1033
76561198381755148,1034
76561198019197628,1035
76561198453112271,1036
76561198245563714,1037
76561198892590685,1038
76561198027732341,1039
76561197998444372,1040
76561198009854709,1041
76561198303080182,1042
76561197998883514,1043
76561197985705987,1044
76561198084178836,1045
76561198074190161,1046
76561198004429817,1047
76561198389608699,1048
76561198067953510,1049
76561198195538677,1050
76561198068736110,1051
76561197996115754,1052
76561199012979176,1053
76561198917169897,1054
76561198025540438,1055
76561198888516076,1056
76561197970493829,1057
76561198052241443,1058
76561198067031569,1059
76561198008860688,1060
76561198043251650,1061
76561198205968384,1062
76561197973942166,1063
76561198917350605,1064
76561198061291431,1065
76561198002794497,1066
76561198061305249,1067
76561198282831248,1068
76561198090967045,1069
76561197965333589,1070
76561198016438920,1071
76561198060685657,1072
76561198027667124,1073
76561198040884867,1074
76561198098604636,1075
76561198147470922,1076
76561197992783558,1077
76561198027616389,1078
76561198058164023,1079
76561198003498437,1080
76561198180063266,1081
76561198010594992,1082
76561198281175891,1083
76561198037003719,1084
76561198105192566,1085
76561197971164024,1086
76561197989383643,1087
76561198071692863,1088
76561198215096428,1089
76561198065877448,1090
76561198035849045,1091
76561198036995672,1092
76561198030756323,1093
76561198932467574,1094
76561198005996565,1095
76561198158905982,1096
76561198006900269,1097
76561198032550800,1098
76561198051639199,1099
76561198055487656,1100
76561198032729607,1101
76561198011659425,1102
76561197986568026,1103
76561198016615227,1104
76561198163139044,1105
76561198164951219,1106
76561198064728961,1107
76561198280062215,1108
76561198071967202,1109
76561198286642793,1110
76561197970539317,1111
76561197995378175,1112
76561198033206748,1113
76561198030888094,1114
76561198101771814,1115
76561197988903500,1116
76561198031008457,1117
76561197987808170,1118
76561197992121541,1119
76561198027233260,1120
76561197966468553,1121
76561197960759094,1122
76561198008799342,1123
76561198038673878,1124
76561198021653480,1125
76561198033195205,1126
76561198339086631,1127
76561198334489413,1128
76561198069376148,1129
76561198043488004,1130
76561198006236281,1131
76561198052273764,1132
76561198014788793,1133
76561198020313592,1134
76561198001080350,1135
76561197991657927,1136
76561198119121871,1137
76561198403797702,1138
76561197973472887,1139
76561198046979629,1140
76561198004116274,1141
76561198123790631,1142
76561197996710217,1143
76561197960366517,1144
76561198066718773,1145
76561198843841573,1146
76561198010028217,1147
76561198096194280,1148
76561198047794531,1149
76561198256827513,1150
76561198141517257,1151
76561198091160098,1152
76561198263705541,1153
76561198002493801,1154
76561198047455579,1155
76561197999304281,1156
76561198034493521,1157
76561198993846706,1158
76561198088163711,1159
76561198406771630,1160
76561198051919234,1161
76561198025334646,1162
76561198074137064,1163
76561198068979743,1164
76561197963135603,1165
76561198123613712,1166
76561198036933650,1167
76561198019124682,1168
76561198077651994,1169
76561197989848084,1170
76561197996753153,1171
76561197985011830,1172
76561198013038909,1173
76561198110110963,1174
76561197989964238,1175
