steamid,cluster,best_k,silhouette
76561197960271989,1,4,0.19478530330569416
76561197960286640,1,4,0.19478530330569416
76561197960292807,1,4,0.19478530330569416
76561197960301580,1,4,0.19478530330569416
76561197960332616,1,4,0.19478530330569416
76561197960335311,1,4,0.19478530330569416
76561197960351734,1,4,0.19478530330569416
76561197960366517,1,4,0.19478530330569416
76561197960374601,1,4,0.19478530330569416
76561197960384929,3,4,0.19478530330569416
76561197960393604,1,4,0.19478530330569416
76561197960405174,1,4,0.19478530330569416
76561197960408970,1,4,0.19478530330569416
76561197960436666,1,4,0.19478530330569416
76561197960457558,1,4,0.19478530330569416
76561197960485586,1,4,0.19478530330569416
76561197960547315,1,4,0.19478530330569416
76561197960643486,1,4,0.19478530330569416
76561197960759094,1,4,0.19478530330569416
76561197960769312,1,4,0.19478530330569416
76561197960799550,1,4,0.19478530330569416
76561197960799782,3,4,0.19478530330569416
76561197960902680,1,4,0.19478530330569416
76561197960905909,1,4,0.19478530330569416
76561197961048460,1,4,0.19478530330569416
76561197961096804,1,4,0.19478530330569416
76561197961318302,1,4,0.19478530330569416
76561197961444200,1,4,0.19478530330569416
76561197961521131,1,4,0.19478530330569416
76561197961621019,1,4,0.19478530330569416
76561197961744176,1,4,0.19478530330569416
76561197961780979,1,4,0.19478530330569416
76561197961864608,1,4,0.19478530330569416
76561197962054695,1,4,0.19478530330569416
76561197962061039,1,4,0.19478530330569416
76561197962092557,1,4,0.19478530330569416
76561197962202166,1,4,0.19478530330569416
76561197962287503,1,4,0.19478530330569416
76561197962368812,1,4,0.19478530330569416
76561197962545891,1,4,0.19478530330569416
76561197962613337,1,4,0.19478530330569416
76561197962737643,1,4,0.19478530330569416
76561197962767542,1,4,0.19478530330569416
76561197962838085,1,4,0.19478530330569416
76561197962974319,1,4,0.19478530330569416
76561197963040896,1,4,0.19478530330569416
76561197963079401,1,4,0.19478530330569416
76561197963135603,1,4,0.19478530330569416
76561197963212954,1,4,0.19478530330569416
76561197963280337,1,4,0.19478530330569416
76561197963282057,1,4,0.19478530330569416
76561197963394136,1,4,0.19478530330569416
76561197963473450,1,4,0.19478530330569416
76561197963550511,3,4,0.19478530330569416
76561197963695471,1,4,0.19478530330569416
76561197963714403,1,4,0.19478530330569416
76561197963831883,1,4,0.19478530330569416
76561197963870886,1,4,0.19478530330569416
76561197964134665,1,4,0.19478530330569416
76561197964222909,1,4,0.19478530330569416
76561197964343044,1,4,0.19478530330569416
76561197964454963,3,4,0.19478530330569416
76561197964473408,1,4,0.19478530330569416
76561197964671909,1,4,0.19478530330569416
76561197964889395,1,4,0.19478530330569416
76561197964914532,1,4,0.19478530330569416
76561197965075581,1,4,0.19478530330569416
76561197965144411,1,4,0.19478530330569416
76561197965160723,1,4,0.19478530330569416
76561197965165543,1,4,0.19478530330569416
76561197965217014,1,4,0.19478530330569416
76561197965244835,1,4,0.19478530330569416
76561197965274807,1,4,0.19478530330569416
76561197965277561,1,4,0.19478530330569416
76561197965309671,1,4,0.19478530330569416
76561197965325226,1,4,0.19478530330569416
76561197965333589,1,4,0.19478530330569416
76561197965388486,1,4,0.19478530330569416
76561197965489900,1,4,0.19478530330569416
76561197965734753,1,4,0.19478530330569416
76561197965964690,1,4,0.19478530330569416
76561197965978376,1,4,0.19478530330569416
76561197966158801,1,4,0.19478530330569416
76561197966170666,3,4,0.19478530330569416
76561197966242763,1,4,0.19478530330569416
76561197966468553,1,4,0.19478530330569416
76561197966479359,1,4,0.19478530330569416
76561197966617426,1,4,0.19478530330569416
76561197966618551,1,4,0.19478530330569416
76561197966690560,1,4,0.19478530330569416
76561197966773879,1,4,0.19478530330569416
76561197966873544,1,4,0.19478530330569416
76561197966930309,1,4,0.19478530330569416
76561197966963062,1,4,0.19478530330569416
76561197967055456,1,4,0.19478530330569416
76561197967303226,1,4,0.19478530330569416
76561197967370369,1,4,0.19478530330569416
76561197967449126,1,4,0.19478530330569416
76561197967503679,1,4,0.19478530330569416
76561197967540452,1,4,0.19478530330569416
76561197967576247,1,4,0.19478530330569416
76561197967578704,1,4,0.19478530330569416
76561197967628180,1,4,0.19478530330569416
76561197968152343,3,4,0.19478530330569416
76561197968511678,1,4,0.19478530330569416
76561197968658003,1,4,0.19478530330569416
76561197968671893,1,4,0.19478530330569416
76561197969052165,1,4,0.19478530330569416
76561197969100147,1,4,0.19478530330569416
76561197969158018,1,4,0.19478530330569416
76561197969171432,1,4,0.19478530330569416
76561197969226943,1,4,0.19478530330569416
76561197969362616,1,4,0.19478530330569416
76561197969371254,1,4,0.19478530330569416
76561197969382396,1,4,0.19478530330569416
76561197969417973,1,4,0.19478530330569416
76561197969430536,1,4,0.19478530330569416
76561197969604501,1,4,0.19478530330569416
76561197969773091,1,4,0.19478530330569416
76561197969894772,2,4,0.19478530330569416
76561197969915893,1,4,0.19478530330569416
76561197969934583,1,4,0.19478530330569416
76561197969991065,1,4,0.19478530330569416
76561197970236696,1,4,0.19478530330569416
76561197970259762,1,4,0.19478530330569416
76561197970307937,1,4,0.19478530330569416
76561197970312414,1,4,0.19478530330569416
76561197970322382,1,4,0.19478530330569416
76561197970337436,1,4,0.19478530330569416
76561197970339633,1,4,0.19478530330569416
76561197970340464,1,4,0.19478530330569416
76561197970343967,1,4,0.19478530330569416
76561197970356119,1,4,0.19478530330569416
76561197970377585,1,4,0.19478530330569416
76561197970389924,1,4,0.19478530330569416
76561197970398878,3,4,0.19478530330569416
76561197970417670,1,4,0.19478530330569416
76561197970423195,1,4,0.19478530330569416
76561197970435029,1,4,0.19478530330569416
76561197970461293,1,4,0.19478530330569416
76561197970479807,1,4,0.19478530330569416
76561197970493829,1,4,0.19478530330569416
76561197970532816,1,4,0.19478530330569416
76561197970538611,1,4,0.19478530330569416
76561197970539317,1,4,0.19478530330569416
76561197970590608,1,4,0.19478530330569416
76561197970603931,1,4,0.19478530330569416
76561197970675024,1,4,0.19478530330569416
76561197970675272,3,4,0.19478530330569416
76561197970724214,1,4,0.19478530330569416
76561197970761123,1,4,0.19478530330569416
76561197970767462,1,4,0.19478530330569416
76561197970791672,1,4,0.19478530330569416
76561197970792411,1,4,0.19478530330569416
76561197970799580,1,4,0.19478530330569416
76561197970812258,1,4,0.19478530330569416
76561197970831374,1,4,0.19478530330569416
76561197970838485,1,4,0.19478530330569416
76561197970850127,1,4,0.19478530330569416
76561197970862067,1,4,0.19478530330569416
76561197970897249,1,4,0.19478530330569416
76561197970964921,1,4,0.19478530330569416
76561197971006744,1,4,0.19478530330569416
76561197971044263,1,4,0.19478530330569416
76561197971102284,1,4,0.19478530330569416
76561197971110737,1,4,0.19478530330569416
76561197971115174,1,4,0.19478530330569416
76561197971143071,1,4,0.19478530330569416
76561197971161876,1,4,0.19478530330569416
76561197971164024,1,4,0.19478530330569416
76561197971204006,3,4,0.19478530330569416
76561197971320635,1,4,0.19478530330569416
76561197971348591,1,4,0.19478530330569416
76561197971359239,1,4,0.19478530330569416
76561197971410481,1,4,0.19478530330569416
76561197971424010,1,4,0.19478530330569416
76561197971437698,1,4,0.19478530330569416
76561197971550276,1,4,0.19478530330569416
76561197971565582,1,4,0.19478530330569416
76561197971576301,1,4,0.19478530330569416
76561197971592163,1,4,0.19478530330569416
76561197971643307,1,4,0.19478530330569416
76561197971812565,1,4,0.19478530330569416
76561197971981160,1,4,0.19478530330569416
76561197972040704,1,4,0.19478530330569416
76561197972150490,1,4,0.19478530330569416
76561197972150531,1,4,0.19478530330569416
76561197972168329,3,4,0.19478530330569416
76561197972179425,1,4,0.19478530330569416
76561197972256700,1,4,0.19478530330569416
76561197972344657,1,4,0.19478530330569416
76561197972436190,1,4,0.19478530330569416
76561197972482791,1,4,0.19478530330569416
76561197972542742,1,4,0.19478530330569416
76561197972616894,1,4,0.19478530330569416
76561197972625086,1,4,0.19478530330569416
76561197972654006,3,4,0.19478530330569416
76561197972731767,1,4,0.19478530330569416
76561197972745621,1,4,0.19478530330569416
76561197972799925,1,4,0.19478530330569416
76561197973052125,0,4,0.19478530330569416
76561197973141301,1,4,0.19478530330569416
76561197973472887,1,4,0.19478530330569416
76561197973883957,1,4,0.19478530330569416
76561197973897944,1,4,0.19478530330569416
76561197973942166,1,4,0.19478530330569416
76561197974283794,1,4,0.19478530330569416
76561197974318375,1,4,0.19478530330569416
76561197974340402,3,4,0.19478530330569416
76561197974742349,1,4,0.19478530330569416
76561197974783215,1,4,0.19478530330569416
76561197974786730,1,4,0.19478530330569416
76561197974925353,1,4,0.19478530330569416
76561197975024178,1,4,0.19478530330569416
76561197975231961,1,4,0.19478530330569416
76561197975257757,1,4,0.19478530330569416
76561197975331788,1,4,0.19478530330569416
76561197975391677,1,4,0.19478530330569416
76561197975413392,1,4,0.19478530330569416
76561197975423892,1,4,0.19478530330569416
76561197975440895,1,4,0.19478530330569416
76561197975504766,1,4,0.19478530330569416
76561197975567911,1,4,0.19478530330569416
76561197975797010,1,4,0.19478530330569416
76561197975931257,3,4,0.19478530330569416
76561197975942806,1,4,0.19478530330569416
76561197976001012,1,4,0.19478530330569416
76561197976136707,3,4,0.19478530330569416
76561197976152793,1,4,0.19478530330569416
76561197976175533,3,4,0.19478530330569416
76561197976287656,1,4,0.19478530330569416
76561197976301865,3,4,0.19478530330569416
76561197976469696,1,4,0.19478530330569416
76561197976530450,1,4,0.19478530330569416
76561197976579619,1,4,0.19478530330569416
76561197976602082,1,4,0.19478530330569416
76561197976630871,1,4,0.19478530330569416
76561197976866160,1,4,0.19478530330569416
76561197976937799,1,4,0.19478530330569416
76561197977010834,1,4,0.19478530330569416
76561197977072496,1,4,0.19478530330569416
76561197977122167,1,4,0.19478530330569416
76561197977296420,1,4,0.19478530330569416
76561197977451417,1,4,0.19478530330569416
76561197977534897,1,4,0.19478530330569416
76561197977546112,1,4,0.19478530330569416
76561197977654536,1,4,0.19478530330569416
76561197977796719,1,4,0.19478530330569416
76561197977887760,1,4,0.19478530330569416
76561197978017307,3,4,0.19478530330569416
76561197978037893,1,4,0.19478530330569416
76561197978114813,1,4,0.19478530330569416
76561197978127481,1,4,0.19478530330569416
76561197978183612,1,4,0.19478530330569416
76561197978201633,1,4,0.19478530330569416
76561197978569122,1,4,0.19478530330569416
76561197978582795,3,4,0.19478530330569416
76561197978590706,1,4,0.19478530330569416
76561197978785613,1,4,0.19478530330569416
76561197978965270,1,4,0.19478530330569416
76561197979042906,1,4,0.19478530330569416
76561197979077108,1,4,0.19478530330569416
76561197979084213,1,4,0.19478530330569416
76561197979169919,1,4,0.19478530330569416
76561197979230085,1,4,0.19478530330569416
76561197979235430,1,4,0.19478530330569416
76561197979439703,1,4,0.19478530330569416
76561197979549440,1,4,0.19478530330569416
76561197979584400,3,4,0.19478530330569416
76561197979667190,1,4,0.19478530330569416
76561197979718121,1,4,0.19478530330569416
76561197979750959,1,4,0.19478530330569416
76561197979751856,1,4,0.19478530330569416
76561197979803978,1,4,0.19478530330569416
76561197979840461,1,4,0.19478530330569416
76561197979864325,1,4,0.19478530330569416
76561197979911851,1,4,0.19478530330569416
76561197979931158,1,4,0.19478530330569416
76561197979933859,1,4,0.19478530330569416
76561197979934386,1,4,0.19478530330569416
76561197980143180,1,4,0.19478530330569416
76561197980146038,1,4,0.19478530330569416
76561197980160533,2,4,0.19478530330569416
76561197980206308,1,4,0.19478530330569416
76561197980351392,1,4,0.19478530330569416
76561197980583850,1,4,0.19478530330569416
76561197980688855,1,4,0.19478530330569416
76561197980993256,1,4,0.19478530330569416
76561197981111953,1,4,0.19478530330569416
76561197981126199,0,4,0.19478530330569416
76561197981370579,1,4,0.19478530330569416
76561197981663198,1,4,0.19478530330569416
76561197981690710,1,4,0.19478530330569416
76561197981732215,1,4,0.19478530330569416
76561197981942241,1,4,0.19478530330569416
76561197982079483,1,4,0.19478530330569416
76561197982243076,1,4,0.19478530330569416
76561197982273259,1,4,0.19478530330569416
76561197982332228,1,4,0.19478530330569416
76561197982507630,1,4,0.19478530330569416
76561197982512807,1,4,0.19478530330569416
76561197982570032,1,4,0.19478530330569416
76561197982581727,1,4,0.19478530330569416
76561197982606807,1,4,0.19478530330569416
76561197982617834,1,4,0.19478530330569416
76561197982655680,1,4,0.19478530330569416
76561197982718230,1,4,0.19478530330569416
76561197982720629,1,4,0.19478530330569416
76561197982793768,1,4,0.19478530330569416
76561197982845562,1,4,0.19478530330569416
76561197982946417,1,4,0.19478530330569416
76561197983019818,1,4,0.19478530330569416
76561197983064780,1,4,0.19478530330569416
76561197983347627,1,4,0.19478530330569416
76561197983524304,1,4,0.19478530330569416
76561197983534658,1,4,0.19478530330569416
76561197983563655,1,4,0.19478530330569416
76561197983806198,1,4,0.19478530330569416
76561197983969530,1,4,0.19478530330569416
76561197984235967,1,4,0.19478530330569416
76561197984266556,1,4,0.19478530330569416
76561197984655838,1,4,0.19478530330569416
76561197984813768,1,4,0.19478530330569416
76561197984900990,1,4,0.19478530330569416
76561197984916346,1,4,0.19478530330569416
76561197985000161,1,4,0.19478530330569416
76561197985011830,1,4,0.19478530330569416
76561197985021868,1,4,0.19478530330569416
76561197985194039,1,4,0.19478530330569416
76561197985194605,1,4,0.19478530330569416
76561197985238561,1,4,0.19478530330569416
76561197985253187,1,4,0.19478530330569416
76561197985269540,3,4,0.19478530330569416
76561197985289753,1,4,0.19478530330569416
76561197985318459,1,4,0.19478530330569416
76561197985343058,1,4,0.19478530330569416
76561197985415939,1,4,0.19478530330569416
76561197985450983,1,4,0.19478530330569416
76561197985705987,1,4,0.19478530330569416
76561197985754559,1,4,0.19478530330569416
76561197985841875,1,4,0.19478530330569416
76561197985946541,1,4,0.19478530330569416
76561197986074665,1,4,0.19478530330569416
76561197986175117,1,4,0.19478530330569416
76561197986188338,1,4,0.19478530330569416
76561197986353054,1,4,0.19478530330569416
76561197986562887,1,4,0.19478530330569416
76561197986568026,1,4,0.19478530330569416
76561197986775284,1,4,0.19478530330569416
76561197986793562,1,4,0.19478530330569416
76561197986841895,1,4,0.19478530330569416
76561197986862386,3,4,0.19478530330569416
76561197986916834,1,4,0.19478530330569416
76561197987034326,1,4,0.19478530330569416
76561197987084546,1,4,0.19478530330569416
76561197987089584,1,4,0.19478530330569416
76561197987154693,1,4,0.19478530330569416
76561197987211098,3,4,0.19478530330569416
76561197987212565,1,4,0.19478530330569416
76561197987280970,1,4,0.19478530330569416
76561197987296023,1,4,0.19478530330569416
76561197987453398,1,4,0.19478530330569416
76561197987502418,3,4,0.19478530330569416
76561197987507997,1,4,0.19478530330569416
76561197987664448,1,4,0.19478530330569416
76561197987673251,1,4,0.19478530330569416
76561197987689379,1,4,0.19478530330569416
76561197987723270,1,4,0.19478530330569416
76561197987755126,1,4,0.19478530330569416
76561197987808170,1,4,0.19478530330569416
76561197987842001,1,4,0.19478530330569416
76561197987842222,1,4,0.19478530330569416
76561197987924419,1,4,0.19478530330569416
76561197988052802,1,4,0.19478530330569416
76561197988118202,1,4,0.19478530330569416
76561197988167503,1,4,0.19478530330569416
76561197988234566,1,4,0.19478530330569416
76561197988262272,1,4,0.19478530330569416
76561197988329388,1,4,0.19478530330569416
76561197988417915,3,4,0.19478530330569416
76561197988437395,1,4,0.19478530330569416
76561197988445370,0,4,0.19478530330569416
76561197988448073,1,4,0.19478530330569416
76561197988535411,3,4,0.19478530330569416
76561197988610065,1,4,0.19478530330569416
76561197988663774,1,4,0.19478530330569416
76561197988672858,1,4,0.19478530330569416
76561197988769508,1,4,0.19478530330569416
76561197988903500,1,4,0.19478530330569416
76561197988922281,1,4,0.19478530330569416
76561197988952844,1,4,0.19478530330569416
76561197988995835,1,4,0.19478530330569416
76561197989085652,1,4,0.19478530330569416
76561197989086731,1,4,0.19478530330569416
76561197989187753,1,4,0.19478530330569416
76561197989217266,1,4,0.19478530330569416
76561197989293848,1,4,0.19478530330569416
76561197989342663,1,4,0.19478530330569416
76561197989374217,1,4,0.19478530330569416
76561197989383643,1,4,0.19478530330569416
76561197989446733,1,4,0.19478530330569416
76561197989544294,1,4,0.19478530330569416
76561197989733146,1,4,0.19478530330569416
76561197989786789,1,4,0.19478530330569416
76561197989807190,1,4,0.19478530330569416
76561197989848084,1,4,0.19478530330569416
76561197989858849,1,4,0.19478530330569416
76561197989930177,1,4,0.19478530330569416
76561197989964238,1,4,0.19478530330569416
76561197989999060,1,4,0.19478530330569416
76561197990004842,1,4,0.19478530330569416
76561197990012301,1,4,0.19478530330569416
76561197990086462,1,4,0.19478530330569416
76561197990093159,1,4,0.19478530330569416
76561197990106384,1,4,0.19478530330569416
76561197990183727,1,4,0.19478530330569416
76561197990233857,1,4,0.19478530330569416
76561197990317825,1,4,0.19478530330569416
76561197990384173,1,4,0.19478530330569416
76561197990481530,1,4,0.19478530330569416
76561197990737869,3,4,0.19478530330569416
76561197990912078,1,4,0.19478530330569416
76561197990986751,1,4,0.19478530330569416
76561197991015284,1,4,0.19478530330569416
76561197991133436,1,4,0.19478530330569416
76561197991141199,1,4,0.19478530330569416
76561197991213990,1,4,0.19478530330569416
76561197991231880,1,4,0.19478530330569416
76561197991243081,1,4,0.19478530330569416
76561197991361144,1,4,0.19478530330569416
76561197991425851,1,4,0.19478530330569416
76561197991584508,1,4,0.19478530330569416
76561197991629199,3,4,0.19478530330569416
76561197991655057,1,4,0.19478530330569416
76561197991657927,3,4,0.19478530330569416
76561197991715731,1,4,0.19478530330569416
76561197991747394,1,4,0.19478530330569416
76561197991757040,1,4,0.19478530330569416
76561197991952155,1,4,0.19478530330569416
76561197991991520,1,4,0.19478530330569416
76561197992012153,1,4,0.19478530330569416
76561197992016121,1,4,0.19478530330569416
76561197992044606,1,4,0.19478530330569416
76561197992121541,1,4,0.19478530330569416
76561197992174178,1,4,0.19478530330569416
76561197992256813,1,4,0.19478530330569416
76561197992274874,1,4,0.19478530330569416
76561197992375357,1,4,0.19478530330569416
76561197992409766,1,4,0.19478530330569416
76561197992462053,1,4,0.19478530330569416
76561197992650133,1,4,0.19478530330569416
76561197992700592,1,4,0.19478530330569416
76561197992783558,1,4,0.19478530330569416
76561197992826156,1,4,0.19478530330569416
76561197992836882,1,4,0.19478530330569416
76561197992906798,1,4,0.19478530330569416
76561197992943381,1,4,0.19478530330569416
76561197993215917,1,4,0.19478530330569416
76561197993279741,3,4,0.19478530330569416
76561197993312863,1,4,0.19478530330569416
76561197993397600,1,4,0.19478530330569416
76561197993435132,1,4,0.19478530330569416
76561197993515847,1,4,0.19478530330569416
76561197993525512,1,4,0.19478530330569416
76561197993529099,1,4,0.19478530330569416
76561197993529677,1,4,0.19478530330569416
76561197993566384,1,4,0.19478530330569416
76561197993579927,1,4,0.19478530330569416
76561197993621828,1,4,0.19478530330569416
76561197993698981,1,4,0.19478530330569416
76561197993745077,1,4,0.19478530330569416
76561197993775251,1,4,0.19478530330569416
76561197993824256,1,4,0.19478530330569416
76561197993864895,2,4,0.19478530330569416
76561197993869138,1,4,0.19478530330569416
76561197993881753,1,4,0.19478530330569416
76561197993891197,1,4,0.19478530330569416
76561197993920872,1,4,0.19478530330569416
76561197994002775,1,4,0.19478530330569416
76561197994014911,1,4,0.19478530330569416
76561197994079927,1,4,0.19478530330569416
76561197994120127,1,4,0.19478530330569416
76561197994120171,1,4,0.19478530330569416
76561197994164612,1,4,0.19478530330569416
76561197994309228,1,4,0.19478530330569416
76561197994445738,1,4,0.19478530330569416
76561197994448955,1,4,0.19478530330569416
76561197994490484,1,4,0.19478530330569416
76561197994536615,1,4,0.19478530330569416
76561197994545100,1,4,0.19478530330569416
76561197994553754,1,4,0.19478530330569416
76561197994575642,1,4,0.19478530330569416
76561197994598473,1,4,0.19478530330569416
76561197994616562,1,4,0.19478530330569416
76561197994632659,1,4,0.19478530330569416
76561197994729999,1,4,0.19478530330569416
76561197994774108,1,4,0.19478530330569416
76561197994839062,1,4,0.19478530330569416
76561197994851017,1,4,0.19478530330569416
76561197994872286,1,4,0.19478530330569416
76561197994963383,1,4,0.19478530330569416
76561197995014608,1,4,0.19478530330569416
76561197995068607,1,4,0.19478530330569416
76561197995083097,1,4,0.19478530330569416
76561197995090401,1,4,0.19478530330569416
76561197995105260,1,4,0.19478530330569416
76561197995138062,1,4,0.19478530330569416
76561197995140097,1,4,0.19478530330569416
76561197995142744,1,4,0.19478530330569416
76561197995150404,1,4,0.19478530330569416
76561197995165956,1,4,0.19478530330569416
76561197995168435,1,4,0.19478530330569416
76561197995240388,1,4,0.19478530330569416
76561197995281961,1,4,0.19478530330569416
76561197995290159,1,4,0.19478530330569416
76561197995378175,1,4,0.19478530330569416
76561197995434036,1,4,0.19478530330569416
76561197995588045,1,4,0.19478530330569416
76561197995594353,1,4,0.19478530330569416
76561197995657648,1,4,0.19478530330569416
76561197995683465,1,4,0.19478530330569416
76561197995820083,1,4,0.19478530330569416
76561197995828394,1,4,0.19478530330569416
76561197995856662,1,4,0.19478530330569416
76561197995968714,1,4,0.19478530330569416
76561197996115754,1,4,0.19478530330569416
76561197996143905,1,4,0.19478530330569416
76561197996160525,1,4,0.19478530330569416
76561197996251755,1,4,0.19478530330569416
76561197996311925,1,4,0.19478530330569416
76561197996411349,1,4,0.19478530330569416
76561197996503861,1,4,0.19478530330569416
76561197996566711,1,4,0.19478530330569416
76561197996597984,1,4,0.19478530330569416
76561197996624047,1,4,0.19478530330569416
76561197996707987,1,4,0.19478530330569416
76561197996710217,1,4,0.19478530330569416
76561197996741382,1,4,0.19478530330569416
76561197996753153,1,4,0.19478530330569416
76561197996778486,1,4,0.19478530330569416
76561197996865611,1,4,0.19478530330569416
76561197996919908,1,4,0.19478530330569416
76561197996943649,1,4,0.19478530330569416
76561197996966511,1,4,0.19478530330569416
76561197997087879,1,4,0.19478530330569416
76561197997112174,1,4,0.19478530330569416
76561197997124628,1,4,0.19478530330569416
76561197997240220,1,4,0.19478530330569416
76561197997317410,1,4,0.19478530330569416
76561197997616073,1,4,0.19478530330569416
76561197997627529,1,4,0.19478530330569416
76561197997697109,1,4,0.19478530330569416
76561197997740965,1,4,0.19478530330569416
76561197997788394,1,4,0.19478530330569416
76561197997828517,1,4,0.19478530330569416
76561197997946137,1,4,0.19478530330569416
76561197998052523,1,4,0.19478530330569416
76561197998058239,1,4,0.19478530330569416
76561197998096051,1,4,0.19478530330569416
76561197998105505,1,4,0.19478530330569416
76561197998116681,1,4,0.19478530330569416
76561197998138780,1,4,0.19478530330569416
76561197998179570,1,4,0.19478530330569416
76561197998180632,1,4,0.19478530330569416
76561197998337907,1,4,0.19478530330569416
76561197998444372,1,4,0.19478530330569416
76561197998493121,2,4,0.19478530330569416
76561197998617324,1,4,0.19478530330569416
76561197998666522,1,4,0.19478530330569416
76561197998698277,1,4,0.19478530330569416
76561197998776409,1,4,0.19478530330569416
76561197998816333,1,4,0.19478530330569416
76561197998833800,1,4,0.19478530330569416
76561197998843219,1,4,0.19478530330569416
76561197998883514,1,4,0.19478530330569416
